review,rating,date,source,sentiment_label,sentiment_score,topics,emotion,aspect_sentiments,category
ask for too many 5 star reviews. It's annoying!,1,2025-07-16 03:30:42,Google Play,NEGATIVE,-0.9996886253356934,['too many 5 star reviews'],anger,{'too many 5 star reviews': 'Negative'},review
no star if possible. way too cumbersome. not for entrepreneurs.,1,2025-07-16 03:19:29,Google Play,NEGATIVE,-0.9998113512992859,"['no star', 'entrepreneurs']",sadness,"{'no star': 'Neutral', 'entrepreneurs': 'Negative'}",review
I gave those 4 stars because the only thing that's missing is a way to save movies and series that we have watched through the app or online.,4,2025-07-16 02:46:27,Google Play,NEGATIVE,-0.9958360195159912,"['those 4 stars', 'the only thing', 'a way', 'movies', 'series', 'the app']",neutral,"{'those 4 stars': 'Neutral', 'the only thing': 'Negative', 'a way': 'Negative', 'movies': 'Neutral', 'series': 'Neutral', 'the app': 'Neutral'}",review
"I tried the 7 day trial, and forgot to cancel before the 7 days.Now that i have finally remembered after being charged the 10 bucks it's literally impossible to cancel it. Thos is literally a ponzi scheme and i dont get how they're getting away with it. As soon as i hit cancel it tries to make me login again but once i do it ask me for 2 security questions that keep saying i get them wrong. i try to change/ reset security questions option and it says i cannot change them.",1,2025-07-16 02:29:59,Google Play,NEGATIVE,-0.999373733997345,"['the 7 day trial', 'the 10 bucks', 'thos', 'a ponzi scheme', '2 security questions', 'security questions option']",surprise,"{'the 7 day trial': 'Negative', 'the 10 bucks': 'Negative', 'thos': 'Negative', 'a ponzi scheme': 'Negative', '2 security questions': 'Negative', 'security questions option': 'Negative'}",review
can't log in unless you have an Apple product,1,2025-07-16 01:55:50,Google Play,NEGATIVE,-0.9930549263954163,['an apple product'],neutral,{'an apple product': 'Neutral'},review
good,4,2025-07-16 00:10:55,Google Play,POSITIVE,0.9998161196708679,[],neutral,{},review
"I can't control the subtitle size a disabled app, just like the company behind it. thank God for samsung and android 🙏 .",1,2025-07-15 23:52:27,Google Play,NEGATIVE,-0.7417008280754089,"['the subtitle size', 'a disabled app', 'the company', 'god', 'samsung', 'android']",surprise,"{'the subtitle size': 'Negative', 'a disabled app': 'Negative', 'the company': 'Negative', 'god': 'Positive', 'samsung': 'Positive', 'android': 'Positive'}",review
Please consider the WHEEL OF TIME for one more season or final movie to wrap up the series. The show is relevant with great actors and showrunners. The potential of a season 4 would put Apple TV really on the map and the Studio would receive a massive wave of good publicity. The fans don't need 5 more seasons only proper ending.,5,2025-07-15 23:36:53,Google Play,POSITIVE,0.9994202852249146,"['the wheel', 'time', 'one more season', 'final movie', 'the series', 'the show', 'great actors', 'showrunners', 'the potential', 'a season', 'apple tv', 'the map', 'the studio', 'a massive wave', 'good publicity', 'the fans', '5 more seasons', 'only proper ending']",neutral,"{'the wheel': 'Neutral', 'time': 'Neutral', 'one more season': 'Positive', 'final movie': 'Neutral', 'the series': 'Positive', 'the show': 'Positive', 'great actors': 'Positive', 'showrunners': 'Positive', 'the potential': 'Positive', 'a season': 'Positive', 'apple tv': 'Positive', 'the map': 'Neutral', 'the studio': 'Positive', 'a massive wave': 'Positive', 'good publicity': 'Positive', 'the fans': 'Positive', '5 more seasons': 'Positive', 'only proper ending': 'Positive'}",review
"Without the ability to Chromecast, this app is useless...",1,2025-07-15 23:19:50,Google Play,NEGATIVE,-0.9998082518577576,"['the ability', 'this app']",sadness,"{'the ability': 'Positive', 'this app': 'Negative'}",review
every time I want to delete my account I find a reason to resubscribe,4,2025-07-15 22:51:18,Google Play,NEGATIVE,-0.9993470311164856,"['my account', 'a reason']",anger,"{'my account': 'Negative', 'a reason': 'Negative'}",review
doesn't even work,1,2025-07-15 22:21:10,Google Play,NEGATIVE,-0.9997661709785461,[],disgust,{},review
"my experience is that this apple tv is a scam. I just noticed thanks to my guardian software that I have been getting billed twice each month for the last 3 months. I can't find a phone number to call these people & so because of that, I have canceled my subscription to apple tv. This really sucks because I really enjoy apple tv, I watch it all the time. But because of their greed and dishonest business practices, I will not be watching it next month.",1,2025-07-15 22:03:11,Google Play,NEGATIVE,-0.9994766116142273,"['my experience', 'this apple tv', 'a scam', 'thanks', 'my guardian software', 'the last 3 months', 'a phone number', 'these people', 'my subscription', 'apple tv', 'apple tv', 'their greed', 'dishonest business practices']",sadness,"{'my experience': 'Negative', 'this apple tv': 'Negative', 'a scam': 'Negative', 'thanks': 'Negative', 'my guardian software': 'Neutral', 'the last 3 months': 'Negative', 'a phone number': 'Negative', 'these people': 'Negative', 'my subscription': 'Negative', 'apple tv': 'Negative', 'their greed': 'Negative', 'dishonest business practices': 'Negative'}",review
hindi me bhi aana chahiye,3,2025-07-15 21:44:06,Google Play,NEGATIVE,-0.6303908228874207,"['hindi', 'bhi aana']",neutral,"{'hindi': 'Negative', 'bhi aana': 'Negative'}",review
it's really bad experience hindi content very less,1,2025-07-15 18:32:47,Google Play,NEGATIVE,-0.9997574687004089,['really bad experience hindi content'],sadness,{'really bad experience hindi content': 'Negative'},review
qterrible,2,2025-07-15 17:30:44,Google Play,NEGATIVE,-0.5420467257499695,[],fear,{},review
nice,5,2025-07-15 17:23:20,Google Play,POSITIVE,0.9998552799224854,[],neutral,{},review
on android phone the screen doesn't turn into full screen when show is playing,2,2025-07-15 12:40:27,Google Play,POSITIVE,0.7000538110733032,"['android phone', 'the screen', 'full screen']",neutral,"{'android phone': 'Neutral', 'the screen': 'Neutral', 'full screen': 'Negative'}",review
app just stops playing episodes,2,2025-07-15 12:31:38,Google Play,NEGATIVE,-0.9996020197868347,"['app', 'episodes']",neutral,"{'app': 'Negative', 'episodes': 'Negative'}",review
movies don't transfer over from apple icloud,1,2025-07-15 11:08:37,Google Play,NEGATIVE,-0.9759361147880554,"['movies', 'apple icloud']",neutral,"{'movies': 'Negative', 'apple icloud': 'Negative'}",review
I only can hear but it will not show anything I pay too much and I will like to cancel my subscription I have tried removing it and it doesn't i know what to do,1,2025-07-15 09:00:45,Google Play,NEGATIVE,-0.9996875524520874,['my subscription'],sadness,{'my subscription': 'Negative'},review
why can't we have access to movies we have bought in the android version of the app? that's why I installed the app in the first place.,2,2025-07-15 08:40:02,Google Play,NEGATIVE,-0.9986446499824524,"['access', 'movies', 'the android version', 'the app', 'the app', 'the first place']",surprise,"{'access': 'Negative', 'movies': 'Neutral', 'the android version': 'Neutral', 'the app': 'Neutral', 'the first place': 'Neutral'}",review
"since you can't watch the iTunes movies and tv shows you paid for on this app, I'll be uninstalling it. you can only watch Apple TV+ content. This is why apple sucks!",1,2025-07-15 08:34:43,Google Play,NEGATIVE,-0.9989638328552246,"['the itunes movies', 'this app', 'apple tv+ content']",sadness,"{'the itunes movies': 'Negative', 'this app': 'Negative', 'apple tv+ content': 'Negative'}",review
"such a terrible app, I've been trying to watch something or anything that will play . it's been 4 hours already waiting for the app to play any show. to no avail",1,2025-07-15 08:10:48,Google Play,NEGATIVE,-0.9995633959770203,"['4 hours', 'the app', 'any show', 'no avail']",fear,"{'4 hours': 'Negative', 'the app': 'Negative', 'any show': 'Negative', 'no avail': 'Negative'}",review
worst app on Android,1,2025-07-15 07:53:44,Google Play,NEGATIVE,-0.9997851252555847,['worst app'],disgust,{'worst app': 'Negative'},review
I can't rent movies without going through a nightmare of bs,1,2025-07-15 05:07:37,Google Play,NEGATIVE,-0.9804008603096008,"['movies', 'a nightmare']",fear,"{'movies': 'Negative', 'a nightmare': 'Negative'}",review
first video I tried is skipping bad.,2,2025-07-15 05:00:08,Google Play,NEGATIVE,-0.9997923970222473,['first video'],disgust,{'first video': 'Negative'},review
frustrated 😒! why advertise a app that (unless you have a apple id) you can't use. and it won't let you make one.,1,2025-07-15 04:55:12,Google Play,NEGATIVE,-0.997678816318512,"['frustrated 😒', 'a app']",surprise,"{'frustrated 😒': 'Negative', 'a app': 'Negative'}",review
"Video jumps to different color intensities, and finally ends up in the darkest one, making it barely impossible to watch some shows. I don't know if it's HDR or whatever, but I wouldn't have ever thought I would see this happening on an Apple product, even if of another platform. Oh, and it doesn't resume a show at the point you were watching, you start over from the begining when coming back to the app. When you exit the app, it keeps the player in a small window, no way to disable .",2,2025-07-15 03:35:16,Google Play,NEGATIVE,-0.9954433441162109,"['video', 'different color intensities', 'some shows', 'hdr', 'an apple product', 'another platform', 'a show', 'the point', 'the begining', 'the app', 'the app', 'the player', 'a small window']",neutral,"{'video': 'Negative', 'different color intensities': 'Negative', 'some shows': 'Negative', 'hdr': 'Negative', 'an apple product': 'Negative', 'another platform': 'Neutral', 'a show': 'Negative', 'the point': 'Negative', 'the begining': 'Negative', 'the app': 'Negative', 'the player': 'Negative', 'a small window': 'Negative'}",review
Apple please fix this issue where I'm watching a show on my phone and a random quick black screen appears every few seconds,3,2025-07-15 02:53:49,Google Play,NEGATIVE,-0.9988777041435242,"['this issue', 'a show', 'my phone', 'a random quick black screen']",surprise,"{'this issue': 'Negative', 'a show': 'Negative', 'my phone': 'Neutral', 'a random quick black screen': 'Negative'}",bug_report
Terrible app. Really not worth having on android. It's like trying to watch shows on 56k.,1,2025-07-15 02:04:47,Google Play,NEGATIVE,-0.9997953772544861,"['terrible app', 'shows', '56k']",disgust,"{'terrible app': 'Negative', 'shows': 'Negative', '56k': 'Negative'}",review
"great content, subpar UI",4,2025-07-15 00:13:56,Google Play,POSITIVE,0.9998037219047546,"['great content', 'subpar']",neutral,"{'great content': 'Positive', 'subpar': 'Negative'}",review
"I had the app for 3 days now and it just stopped playing episodes for shows that should be working. they do play on my phone, but just wouldn't play on the app on Chromecast",1,2025-07-14 23:59:08,Google Play,NEGATIVE,-0.9995625615119934,"['the app', '3 days', 'episodes', 'shows', 'my phone', 'the app', 'chromecast']",neutral,"{'the app': 'Negative', '3 days': 'Negative', 'episodes': 'Negative', 'shows': 'Negative', 'my phone': 'Negative', 'chromecast': 'Negative'}",review
"It so dysfunctional, for some reason it just stops playing",2,2025-07-14 23:46:35,Google Play,NEGATIVE,-0.9998032450675964,['some reason'],sadness,{'some reason': 'Negative'},review
"Good content, horrible customer service, I've been paying for the subscription for 2 months, and it worked great now. im stuck paying, and it will no longer let me watch it, and customer service sends you around in pointless circles",1,2025-07-14 22:42:56,Google Play,NEGATIVE,-0.9951311349868774,"['horrible customer service', 'the subscription', '2 months', 'customer service', 'pointless circles']",sadness,"{'horrible customer service': 'Negative', 'the subscription': 'Negative', '2 months': 'Negative', 'customer service': 'Negative', 'pointless circles': 'Negative'}",review
good.,5,2025-07-14 22:07:56,Google Play,POSITIVE,0.9998157620429993,[],neutral,{},review
1 star. Purchased apple TV thinking it came with the MLS pass guess thats an extra charge.,1,2025-07-14 21:46:57,Google Play,NEGATIVE,-0.9939981698989868,"['1 star', 'the mls pass', 'an extra charge']",neutral,"{'1 star': 'Negative', 'the mls pass': 'Negative', 'an extra charge': 'Negative'}",review
Some of the programs are very interesting. Some are not. Lol.,4,2025-07-14 21:27:06,Google Play,POSITIVE,0.5929586291313171,['the programs'],neutral,{'the programs': 'Positive'},review
there's always a problem with the movie not playing,1,2025-07-14 21:02:32,Google Play,NEGATIVE,-0.9991648197174072,"['a problem', 'the movie']",neutral,"{'a problem': 'Negative', 'the movie': 'Negative'}",bug_report
cant play movies i bought on apple,1,2025-07-14 20:08:41,Google Play,POSITIVE,0.9842609167098999,"['movies', 'apple']",neutral,"{'movies': 'Negative', 'apple': 'Neutral'}",review
"Lots of issues with streaming certain shows. Picture ""smears"" or stream freezes. Android TV with over 400 Mbps download speed, same thing on phone.",1,2025-07-14 19:10:27,Google Play,NEGATIVE,-0.9990615248680115,"['lots', 'issues', 'streaming certain shows', 'picture ""smears', 'stream', 'android tv', 'over 400 mbps download speed', 'same thing', 'phone']",sadness,"{'lots': 'Negative', 'issues': 'Negative', 'streaming certain shows': 'Negative', 'picture ""smears': 'Negative', 'stream': 'Negative', 'android tv': 'Neutral', 'over 400 mbps download speed': 'Negative', 'same thing': 'Negative', 'phone': 'Neutral'}",bug_report
rented a movie on Apple TV but it doesn't show up on the app for apple TV.,1,2025-07-14 19:02:00,Google Play,NEGATIVE,-0.9986094236373901,"['a movie', 'apple tv', 'the app', 'apple tv']",sadness,"{'a movie': 'Negative', 'apple tv': 'Neutral', 'the app': 'Negative'}",review
does not even let your sign in with a registered email id. what non sense,1,2025-07-14 18:46:23,Google Play,NEGATIVE,-0.9966230392456055,"['your sign', 'a registered email', 'non']",anger,"{'your sign': 'Negative', 'a registered email': 'Negative', 'non': 'Negative'}",review
i wasted my time by downloading it 😒,1,2025-07-14 17:51:28,Google Play,NEGATIVE,-0.9997640252113342,['my time'],sadness,{'my time': 'Negative'},review
"Tortuous sign-in process, regularly forgets I am subscribed even once signed in, screen dims randomly making videos unwatchable. No way to fix brightness.",2,2025-07-14 16:55:56,Google Play,NEGATIVE,-0.9997679591178894,"['tortuous sign-in process', 'screen', 'videos', 'no way', 'brightness']",disgust,"{'tortuous sign-in process': 'Negative', 'screen': 'Negative', 'videos': 'Negative', 'no way': 'Negative', 'brightness': 'Negative'}",bug_report
good 👍,5,2025-07-14 16:46:26,Google Play,POSITIVE,0.9998576641082764,[],joy,{},review
worst app ever,1,2025-07-14 13:58:14,Google Play,NEGATIVE,-0.9997803568840027,['worst app'],disgust,{'worst app': 'Negative'},review
Problems with the account... offering me Free Trial whilst taking my monthly payment for several months. Also difficult to sign in via Sky TV,1,2025-07-14 12:47:57,Google Play,NEGATIVE,-0.9997397065162659,"['problems', 'the account', 'free trial', 'my monthly payment', 'several months', 'sky tv']",sadness,"{'problems': 'Negative', 'the account': 'Negative', 'free trial': 'Neutral', 'my monthly payment': 'Neutral', 'several months': 'Negative', 'sky tv': 'Negative'}",bug_report
Shows play for one sec then stop on Google Pixel 9 Pro. Terrible app,1,2025-07-14 12:15:11,Google Play,NEGATIVE,-0.999194324016571,"['shows', 'one sec', 'google pixel 9 pro. terrible app']",fear,"{'shows': 'Negative', 'one sec': 'Negative', 'google pixel 9 pro. terrible app': 'Negative'}",review
kindly add a fit screen or zoom to fill option because the video content is not covered fuly in my mobile,3,2025-07-14 10:11:42,Google Play,NEGATIVE,-0.9936472773551941,"['a fit screen', 'option', 'the video content', 'my mobile']",neutral,"{'a fit screen': 'Negative', 'option': 'Negative', 'the video content': 'Negative', 'my mobile': 'Neutral'}",feature_request
Finally took the plunge and glad I did 😁,5,2025-07-14 10:07:44,Google Play,POSITIVE,0.995109498500824,['the plunge'],joy,{'the plunge': 'Positive'},review
awesome,5,2025-07-14 09:24:05,Google Play,POSITIVE,0.9998682737350464,[],joy,{},review
poor response and after subscription can't play any video very disappointed I never subscribe this app in feature,1,2025-07-14 09:11:47,Google Play,NEGATIVE,-0.9983102083206177,"['poor response', 'subscription', 'any video', 'this app', 'feature']",sadness,"{'poor response': 'Negative', 'subscription': 'Negative', 'any video': 'Negative', 'this app': 'Negative', 'feature': 'Negative'}",feature_request
"cool shows. clean content, always crisp looking.",5,2025-07-14 07:59:48,Google Play,POSITIVE,0.9998601675033569,"['cool shows', 'clean content', 'always crisp looking']",neutral,"{'cool shows': 'Positive', 'clean content': 'Positive', 'always crisp looking': 'Positive'}",review
I like this app because it's blackand the appleGreenscreen,5,2025-07-14 07:54:18,Google Play,NEGATIVE,-0.9650752544403076,['this app'],joy,{'this app': 'Positive'},review
movies I want to see are always available,5,2025-07-14 06:16:25,Google Play,POSITIVE,0.999671459197998,['movies'],joy,{'movies': 'Positive'},review
Really enjoy the excellent quality and diversity of programming.,5,2025-07-14 05:59:56,Google Play,POSITIVE,0.9998859167098999,"['the excellent quality', 'diversity', 'programming']",joy,"{'the excellent quality': 'Positive', 'diversity': 'Positive', 'programming': 'Positive'}",review
can't even sign in to cancel my subscription,1,2025-07-14 04:54:03,Google Play,NEGATIVE,-0.9950998425483704,['my subscription'],anger,{'my subscription': 'Negative'},review
even with decent WiFi it just constantly stops when watching anything,1,2025-07-14 03:25:53,Google Play,NEGATIVE,-0.9989663362503052,['decent wifi'],neutral,{'decent wifi': 'Negative'},review
Half the time doesn't work even when logged in.,2,2025-07-14 01:44:26,Google Play,NEGATIVE,-0.9996427297592163,['half the time'],disgust,{'half the time': 'Negative'},review
no funciona en mi cell con android 15 🫤,1,2025-07-14 01:11:51,Google Play,NEGATIVE,-0.9954581260681152,['mi cell con'],neutral,{'mi cell con': 'Negative'},review
"The worst experience ever. I took 27 tries for your miserable website to sign me in as far as the privacy policy page .If you are interested, the continue button on that page doesn't work at all. At 126 hits, I gave up. I just needed to update CC info. Forget it. Please cancel this. You're not worth the aggravation.",1,2025-07-14 00:48:46,Google Play,NEGATIVE,-0.9998175501823425,"['the worst experience', '27 tries', 'your miserable website', 'the privacy policy page', 'the continue button', 'that page', '126 hits', 'cc info']",sadness,"{'the worst experience': 'Negative', '27 tries': 'Negative', 'your miserable website': 'Negative', 'the privacy policy page': 'Negative', 'the continue button': 'Negative', 'that page': 'Negative', '126 hits': 'Negative', 'cc info': 'Neutral'}",review
can't cast to TV not happy,1,2025-07-14 00:30:15,Google Play,NEGATIVE,-0.9994204044342041,[],sadness,{},review
Don't get this if you want to stream/cast/mirror to a tv. Apple have stopped every way to stream content to a tv/other device. Recommend a different streaming app.,1,2025-07-13 23:30:06,Google Play,NEGATIVE,-0.9974111914634705,"['/cast/mirror', 'a tv', 'apple', 'content', 'a tv/other device', 'a different streaming app']",neutral,"{'/cast/mirror': 'Negative', 'a tv': 'Neutral', 'apple': 'Negative', 'content': 'Negative', 'a tv/other device': 'Neutral', 'a different streaming app': 'Positive'}",review
Apple has locked me out of my account for no reason,1,2025-07-13 23:12:43,Google Play,NEGATIVE,-0.9996694326400757,"['apple', 'my account', 'no reason']",sadness,"{'apple': 'Negative', 'my account': 'Negative', 'no reason': 'Negative'}",review
I have an account and it still says I need to subscribe. works fine on my Roku so it's clearly an app problem,1,2025-07-13 21:43:53,Google Play,NEGATIVE,-0.978110134601593,"['an account', 'my roku', 'an app problem']",neutral,"{'an account': 'Negative', 'my roku': 'Positive', 'an app problem': 'Negative'}",bug_report
outrageously expensive for very little content included in the price.,1,2025-07-13 21:30:12,Google Play,NEGATIVE,-0.9989327788352966,"['very little content', 'the price']",anger,"{'very little content': 'Negative', 'the price': 'Negative'}",review
worst app ever. 1 trillion dollars company makes the most unusable app in the history,1,2025-07-13 20:33:04,Google Play,NEGATIVE,-0.9998096823692322,"['worst app', '1 trillion dollars company', 'the most unusable app', 'the history']",disgust,"{'worst app': 'Negative', '1 trillion dollars company': 'Negative', 'the most unusable app': 'Negative', 'the history': 'Negative'}",review
Can't navigate what I previously purchased on an android device. have to use apple device....,1,2025-07-13 20:03:00,Google Play,NEGATIVE,-0.998630166053772,"['an android device', 'apple device']",sadness,"{'an android device': 'Negative', 'apple device': 'Neutral'}",review
it stops playing after few mins,1,2025-07-13 19:58:11,Google Play,NEGATIVE,-0.9989489912986755,['few mins'],sadness,{'few mins': 'Negative'},review
"doesn't work in Samsung DEX. I also can't play videos when screen mirroring. there's no option to remove videos from ""continue watching"" list. there's no way to add multiple profiles.",1,2025-07-13 19:35:44,Google Play,NEGATIVE,-0.9988234639167786,"['samsung dex', 'videos', 'no option', 'videos', '"" list', 'no way', 'multiple profiles']",neutral,"{'samsung dex': 'Negative', 'videos': 'Negative', 'no option': 'Negative', '"" list': 'Negative', 'no way': 'Negative', 'multiple profiles': 'Negative'}",feature_request
bordering on criminal.,1,2025-07-13 19:05:30,Google Play,NEGATIVE,-0.9927029609680176,['criminal'],disgust,{'criminal': 'Negative'},review
sucks,1,2025-07-13 18:58:52,Google Play,NEGATIVE,-0.9991297125816345,[],sadness,{},review
Android app and won't allow casting to Chromecast. pointless.,1,2025-07-13 15:42:30,Google Play,NEGATIVE,-0.9993926286697388,['android app'],sadness,{'android app': 'Negative'},review
Love it,5,2025-07-13 15:16:36,Google Play,POSITIVE,0.9998753070831299,[],neutral,{},review
Its not good,2,2025-07-13 14:04:55,Google Play,NEGATIVE,-0.9997878670692444,[],sadness,{},review
😡,1,2025-07-13 13:25:11,Google Play,NEGATIVE,-0.6970566511154175,[],neutral,{},review
Damn thing keeps randomly increasing and decreasing the brightness of the video whilst I'm watching it,3,2025-07-13 11:31:39,Google Play,NEGATIVE,-0.9979968667030334,"['damn thing', 'the brightness', 'the video']",anger,"{'damn thing': 'Negative', 'the brightness': 'Negative', 'the video': 'Negative'}",review
I keep on getting kick off the account when I have an account & struggle with watching live games.,3,2025-07-13 10:19:43,Google Play,NEGATIVE,-0.9842926859855652,"['the account', 'an account', 'struggle', 'live games']",sadness,"{'the account': 'Negative', 'an account': 'Neutral', 'struggle': 'Negative', 'live games': 'Negative'}",review
I would give it more stars if it had Google cast support. The content is great,3,2025-07-13 09:50:53,Google Play,POSITIVE,0.9997513890266418,"['more stars', 'google cast support', 'the content']",joy,"{'more stars': 'Positive', 'google cast support': 'Negative', 'the content': 'Positive'}",review
can't get passed link-code,1,2025-07-13 09:41:19,Google Play,NEGATIVE,-0.990403413772583,['link-code'],neutral,{'link-code': 'Negative'},review
No Pip or multiview for MLS like the iOS version. Intentionally crippled to try to drive sales of Apple hardware.,2,2025-07-13 09:13:57,Google Play,NEGATIVE,-0.9997773766517639,"['no pip', 'multiview', 'mls', 'the ios version', 'sales', 'apple hardware']",neutral,"{'no pip': 'Negative', 'multiview': 'Negative', 'mls': 'Neutral', 'the ios version': 'Neutral', 'sales': 'Neutral', 'apple hardware': 'Neutral'}",review
picture is not still frame,1,2025-07-13 09:02:19,Google Play,NEGATIVE,-0.9929999113082886,['picture'],neutral,{'picture': 'Negative'},review
"down to 1 star now. App constantly loosing Subscription, forcing you to log out and back in, then locking your account for doing so. you'll then have to unlock your account through Apple. Just for it to freeze up again and say you need to subscribe. it's been 3+ years still can't get this right? when it works it's still pretty basic. MLS gets stuck on old games old weeks and no way to refresh.",1,2025-07-13 08:59:14,Google Play,NEGATIVE,-0.9987730383872986,"['down to 1 star', 'app', 'subscription', 'your account', 'your account', 'apple', 'this right', 'mls', 'old games', 'no way']",neutral,"{'down to 1 star': 'Negative', 'app': 'Negative', 'subscription': 'Negative', 'your account': 'Negative', 'apple': 'Negative', 'this right': 'Negative', 'mls': 'Negative', 'old games': 'Negative', 'no way': 'Negative'}",review
The app is very poor. Most of time the login doesn't work for days. Like now.....,2,2025-07-13 08:54:42,Google Play,NEGATIVE,-0.9997277855873108,"['the app', 'time', 'the login', 'days']",sadness,"{'the app': 'Negative', 'time': 'Negative', 'the login': 'Negative', 'days': 'Negative'}",review
Allow our other purchases of movies and TV shows with Apple to be viewable on the App.,4,2025-07-13 07:23:41,Google Play,NEGATIVE,-0.7076975703239441,"['our other purchases', 'movies', 'tv shows', 'apple', 'the app']",neutral,"{'our other purchases': 'Neutral', 'movies': 'Neutral', 'tv shows': 'Neutral', 'apple': 'Neutral', 'the app': 'Neutral'}",review
"all these tv sub apps make it ridiculously difficult to log into. I can log into my bank account more easily. no, that's not a good thing.",1,2025-07-13 06:28:09,Google Play,NEGATIVE,-0.9996699094772339,"['all these tv sub apps', 'my bank', 'account', 'a good thing']",surprise,"{'all these tv sub apps': 'Negative', 'my bank': 'Neutral', 'account': 'Neutral', 'a good thing': 'Negative'}",review
"The only reason I have this app is for MLS. I am subscribed to MLS, but the app doesn't recognize that at least half the time (despite it showing that I'm logged in). When it does recognize my subscription, it often randomly closes out of the game I'm watching. It's a horrible experience and I will not be subscribing to MLS through Apple TV next season.",1,2025-07-13 06:18:43,Google Play,NEGATIVE,-0.9991484880447388,"['the only reason', 'this app', 'mls', 'mls', 'the app', 'my subscription', 'the game', 'a horrible experience', 'mls', 'apple tv']",fear,"{'the only reason': 'Negative', 'this app': 'Negative', 'mls': 'Negative', 'the app': 'Negative', 'my subscription': 'Negative', 'the game': 'Negative', 'a horrible experience': 'Negative', 'apple tv': 'Negative'}",review
"Great app, would be 5 stars if played videos full screen without borders!",4,2025-07-13 06:14:30,Google Play,POSITIVE,0.9991676807403564,"['great app', '5 stars', 'videos', 'full screen', 'borders']",joy,"{'great app': 'Positive', '5 stars': 'Positive', 'videos': 'Positive', 'full screen': 'Positive', 'borders': 'Negative'}",review
It has given me nothing but problems.,1,2025-07-13 05:44:09,Google Play,NEGATIVE,-0.992294430732727,['problems'],neutral,{'problems': 'Negative'},bug_report
"Great TV, well worth the subscription",5,2025-07-13 05:32:45,Google Play,POSITIVE,0.9998044371604919,['great tv'],joy,{'great tv': 'Positive'},review
worst for Android. no library for purchased movies. why did you disabled it in android mobiles alone? I purchased the content I have the rights to watch on any device that has an apple tv app. then why do you have this app on Android?,1,2025-07-13 05:27:19,Google Play,NEGATIVE,-0.9997382760047913,"['no library', 'purchased movies', 'android mobiles', 'the content', 'the rights', 'any device', 'an apple tv app', 'this app']",disgust,"{'no library': 'Negative', 'purchased movies': 'Negative', 'android mobiles': 'Negative', 'the content': 'Negative', 'the rights': 'Negative', 'any device': 'Negative', 'an apple tv app': 'Positive', 'this app': 'Negative'}",review
"Paying for apple MLS but it does not work on the Android app despite it working on the TV, IPad, or PC browser. Would be nice if it provides the service it offers but only seems to offer the opportunity to view what you could purchase if you are within the Apple ecosystem.",1,2025-07-13 05:20:05,Google Play,NEGATIVE,-0.6809000372886658,"['apple mls', 'the android app', 'the tv', 'ipad', 'pc browser', 'the service', 'the opportunity', 'the apple ecosystem']",sadness,"{'apple mls': 'Neutral', 'the android app': 'Negative', 'the tv': 'Neutral', 'ipad': 'Neutral', 'pc browser': 'Neutral', 'the service': 'Negative', 'the opportunity': 'Neutral', 'the apple ecosystem': 'Neutral'}",review
"Fantastic! I wish I had gotten it sooner, excellent movies, shows!",5,2025-07-13 05:08:39,Google Play,POSITIVE,0.9991298317909241,"['fantastic', 'excellent movies']",joy,"{'fantastic': 'Positive', 'excellent movies': 'Positive'}",feature_request
"it's cool. Overall, it is a great entertaining sports app.",5,2025-07-13 05:05:01,Google Play,POSITIVE,0.999881386756897,['a great entertaining sports app'],joy,{'a great entertaining sports app': 'Positive'},review
"if u are providing the season pass for mls, then make a match pass too as fancode does, we have got real jobs and can't catch all of the matches so why pay extra for every match in a season pass, if u can create a match pass then fone or else just stop broadcasting mls",1,2025-07-13 04:50:50,Google Play,NEGATIVE,-0.99935382604599,"['the season pass', 'mls', 'a match', 'real jobs', 'the matches', 'every match', 'a season pass', 'a match pass', 'fone', 'mls']",neutral,"{'the season pass': 'Negative', 'mls': 'Negative', 'a match': 'Negative', 'real jobs': 'Negative', 'the matches': 'Negative', 'every match': 'Negative', 'a season pass': 'Negative', 'a match pass': 'Negative', 'fone': 'Negative'}",review
Unable to access my library for rented or bought movies.,1,2025-07-13 03:58:05,Google Play,NEGATIVE,-0.9997280240058899,"['my library', 'movies']",sadness,"{'my library': 'Negative', 'movies': 'Negative'}",review
Some of the greatest entertainment available.,5,2025-07-13 03:42:29,Google Play,POSITIVE,0.9998856782913208,['the greatest entertainment'],joy,{'the greatest entertainment': 'Positive'},review
cant even find the one I bought now garbage,1,2025-07-13 02:47:48,Google Play,NEGATIVE,-0.999478280544281,"['the one', 'garbage']",disgust,"{'the one': 'Negative', 'garbage': 'Negative'}",review
this thing is terrible you can't get signed in and knocks you off I never seen such a terrible app,2,2025-07-13 01:41:14,Google Play,NEGATIVE,-0.996841549873352,"['this thing', 'such a terrible app']",fear,"{'this thing': 'Negative', 'such a terrible app': 'Negative'}",review
"pros:Good quality UX and application coding. cons: almost no collection of movies, everything should be rented or bought. which is disappointing. If apple tv provided a catalogue of Hollywood movies to watch, i would really appreciate it.",5,2025-07-13 01:30:44,Google Play,NEGATIVE,-0.5508422255516052,"['pros', 'almost no collection', 'movies', 'apple tv', 'a catalogue', 'hollywood movies']",sadness,"{'pros': 'Positive', 'almost no collection': 'Negative', 'movies': 'Negative', 'apple tv': 'Negative', 'a catalogue': 'Negative', 'hollywood movies': 'Neutral'}",review
